grade,subject,chapter,step,type,severity,quote,problem
Grade 10,English,Chapter 9: The Proposal,Core explanation,UNSUPPORTED_CLAIM,low,Lomov is not presented as a romantic hero.,"This statement is not supported by the source text, which does not explicitly describe Lomov as a romantic hero."
Grade 10,English,Grammar: Active and Passive Voice (Advanced Usage),Exam-style problems,FABRICATED_NUMBER,low,They made him work.,The example given does not specify the number of players or the difficulty level of the work.
Grade 10,English,Grammar: Clauses and Sentence Transformation,Core explanation,TOPIC_MISMATCH,high,You will learn to combine simple sentences into a compound sentence.,"This step is about compound sentences, but the chapter label is about complex sentences."
Grade 10,English,Grammar: Clauses and Sentence Transformation,Exam-style problems,TOPIC_MISMATCH,high,"You will learn to transform positive, comparative, and superlative degrees.","This step is about degree transformation, but the chapter label is about clauses and sentence transformation."
Grade 10,English,Grammar: Clauses and Sentence Transformation,Revision and recap,TOPIC_MISMATCH,high,You will learn to transform assertive sentences into interrogative or exclamatory forms.,"This step is about sentence transformation, but the chapter label is about clauses and sentence transformation."
Grade 10,English,Grammar: Clauses and Sentence Transformation,Worked examples,TOPIC_MISMATCH,high,You will learn to change a complex sentence into a simple sentence.,"This step is about reducing complex sentences to simple sentences, but the chapter label is about clauses and sentence transformation."
Grade 10,English,Grammar: Determiners (Advanced Usage),Core explanation,TOPIC_MISMATCH,low,You will learn the meaning difference between a few and few.,"This step is supposed to be about determiners with uncountable nouns, but it's actually about plural countable nouns."
Grade 10,English,Grammar: Determiners (Advanced Usage),Core explanation,TOPIC_MISMATCH,low,You will use these forms correctly with plural countable nouns.,"This step is supposed to be about determiners with uncountable nouns, but it's actually about plural countable nouns."
Grade 10,English,Grammar: Determiners (Advanced Usage),Exam-style problems,TOPIC_MISMATCH,low,You will learn how no and not any express the same negative meaning.,"This step is actually about transforming one structure into the other, not about the meaning difference between no and not any."
Grade 10,English,Grammar: Determiners (Advanced Usage),Revision and recap,TOPIC_MISMATCH,low,"You will revise quantity determiners, the definite article, negative determiners, and the zero article.","This step is supposed to be about quantity determiners, but it's actually about a general review of determiners."
Grade 10,English,Grammar: Determiners (Advanced Usage),Worked examples,TOPIC_MISMATCH,low,You will learn when the definite article the is required.,"This step is supposed to be about quantity determiners, but it's actually about the definite article."
Grade 10,English,Grammar: Editing and Omission (Error Correction),Exam-style problems,UNSUPPORTED_CLAIM,low,"Common forms include is, am, are, was, were, has, have, had, will, and would.","The list of auxiliary verbs seems to be exhaustive, but it might not be comprehensive."
Grade 10,English,Grammar: Editing and Omission (Error Correction),Exam-style problems,UNSUPPORTED_CLAIM,low,"Common forms include and, but, or, and because.","The list of conjunctions seems to be exhaustive, but it might not be comprehensive."
Grade 10,English,Grammar: Modals (Advanced Usage),Core explanation,UNSUPPORTED_CLAIM,low,Should have and ought to have show that an action was expected or advisable in the past but did not happen.,"This statement is a generalization and may not be true in all cases, as the expectation or advisability of an action can be subjective."
Grade 10,English,Grammar: Modals (Advanced Usage),Exam-style problems,UNSUPPORTED_CLAIM,low,Must used for deduction usually remains must.,"This statement may not be true in all cases, as the meaning of 'must' can vary depending on the context."
Grade 10,English,Grammar: Modals (Advanced Usage),Revision and recap,UNSUPPORTED_CLAIM,low,Must have is deduction; had to is past obligation.,"This statement may not be true in all cases, as the distinction between 'must have' and 'had to' can be nuanced."
Grade 10,English,Grammar: Reported Speech (All Sentence Types),Exam-style problems,UNSUPPORTED_CLAIM,low,Some modals express probability or deduction rather than obligation.,"This statement is not entirely accurate as it implies that modals can only express probability or obligation, whereas they can express other meanings as well."
Grade 10,English,Grammar: Subject-Verb Concord (Advanced Rules),Core explanation: Grammar: Subject-Verb Concord (Advanced Rules),INCONSISTENCY,low,A number of players is waiting.,This step contradicts the previous step's rule that 'A number of' takes a plural verb.
Grade 10,English,Grammar: Subject-Verb Concord (Advanced Rules),Core explanation: Grammar: Subject-Verb Concord (Advanced Rules),INCONSISTENCY,low,A number of players are waiting.,This step contradicts the previous step's rule that 'A number of' takes a plural verb.
Grade 10,English,Grammar: Subject-Verb Concord (Advanced Rules),Revision and recap: Grammar: Subject-Verb Concord (Advanced Rules),INCONSISTENCY,low,Do not choose both verbs from the nearest noun.,"This contradicts the previous step's rule that 'who' refers to the plural noun 'students', so use 'study'."
Grade 10,English,Grammar: Tenses (Advanced Usage),Core explanation,FABRICATED_NUMBER,low,"when, while, as soon as, until, before, and after","This list is not exhaustive, as it misses other time words like 'after' and 'before'."
Grade 10,English,Grammar: Tenses (Advanced Usage),Revision and recap,FABRICATED_NUMBER,low,when the sequence needs to be made clear.,"This statement is not entirely accurate, as the past perfect is used for an action completed before another past action, not just when the sequence needs to be made clear."
Grade 10,English,Grammar: Tenses (Advanced Usage),Worked examples,FABRICATED_NUMBER,low,"if + simple present, will + base verb.","This pattern is not entirely accurate, as it does not account for the use of 'would' in the main clause when the if-clause is in the past simple."
Grade 10,English,Supplementary Reader - Chapter 1: A Triumph of Surgery,Exam preparation,TOPIC_MISMATCH,high,"In this lesson, you will learn how to convert direct speech into reported speech, especially focusing on sentences where children are speaking about their feelings, health, or experiences.","This step is about reported speech, which is a different topic from the chapter 'A Triumph of Surgery'."
Grade 10,English,Supplementary Reader - Chapter 1: A Triumph of Surgery,Exam-style problems,TOPIC_MISMATCH,high,"Today, we will learn how to identify and correct common grammatical errors in sentences, especially focusing on sentence structure, verb forms, and word usage.","This step is about common errors in sentence construction, which is a different topic from the chapter 'A Triumph of Surgery'."
Grade 10,English,Supplementary Reader - Chapter 2: The Thief's Story,Core explanation,FABRICATED_NUMBER,low,Hari Singh steals 600 rupees from Anil while he is sleeping.,The amount of money stolen is not mentioned in the source text.
Grade 10,English,Supplementary Reader - Chapter 2: The Thief's Story,Core explanation,ARITHMETIC_ERROR,high,"So, Hari Singh has 12 notes of 50 rupees each.","The calculation is incorrect. 600 ÷ 50 = 12, but the problem states that each note is worth 50 rupees, which is correct, but the total amount is 600, not 12 notes."
Grade 10,English,Supplementary Reader - Chapter 4: A Question of Trust,Step-by-step breakdown,FABRICATED_NUMBER,low,"When you trust someone, you believe they will not cheat, lie, or betray you.","There is no specific number mentioned in the source text, but the concept of trust is discussed."
